Respuesta,Frecuencia,Asociación
hormonal,2,0.10526315789473684
área,1,0.05263157894736842
población,1,0.05263157894736842
investigación,1,0.05263157894736842
estudio,1,0.05263157894736842
momento,1,0.05263157894736842
respuesta,1,0.05263157894736842
do,1,0.05263157894736842
anticonceptivo,1,0.05263157894736842
vincular,1,0.05263157894736842
involucrar,1,0.05263157894736842
directo,1,0.05263157894736842
mensual,1,0.05263157894736842
norplant,1,0.05263157894736842
inyectable,1,0.05263157894736842
biomédico,1,0.05263157894736842
preintroductorio,1,0.05263157894736842
hrp112,1,0.05263157894736842
