Respuesta,Frecuencia,Asociación
genital,2,0.11764705882352941
originar,2,0.11764705882352941
separar,1,0.058823529411764705
origen,1,0.058823529411764705
mujer,1,0.058823529411764705
falo,1,0.058823529411764705
permanecer,1,0.058823529411764705
clítoris,1,0.058823529411764705
peneano,1,0.058823529411764705
fusionar,1,0.058823529411764705
sintetizar,1,0.058823529411764705
uretra,1,0.058823529411764705
penar,1,0.058823529411764705
prominencia,1,0.058823529411764705
tubérculo,1,0.058823529411764705
